instance,seed,objective,tuning_time
csched008.mps,7,0.58,965
fastxgemm-n2r6s0t2.mps,7,55.08,733
glass4.mps,7,0,15
lotsize.mps,7,3.76,1056
mas74.mps,7,0.75,1990
neos-4413714-turia.mps,7,0,381
qap10.mps,7,0,10
rocI-4-11.mps,7,0,13
supportcase18.mps,7,0,29
supportcase33.mps,7,0,222
