instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
neos-4387871-tavua.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/1_neos-4387871-tavua_seed-4_20260502_235241,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/1_neos-4387871-tavua_seed-4_20260502_235241/run.log
neos-4954672-berkel.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/2_neos-4954672-berkel_seed-4_20260502_235528,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/2_neos-4954672-berkel_seed-4_20260502_235528/run.log
neos-5093327-huahum.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/3_neos-5093327-huahum_seed-4_20260503_000832,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/3_neos-5093327-huahum_seed-4_20260503_000832/run.log
nexp-150-20-8-5.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/4_nexp-150-20-8-5_seed-4_20260503_002103,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/4_nexp-150-20-8-5_seed-4_20260503_002103/run.log
rococoB10-011000.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/5_rococoB10-011000_seed-4_20260503_003243,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/5_rococoB10-011000_seed-4_20260503_003243/run.log
sorrell3.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/6_sorrell3_seed-4_20260503_004536,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/6_sorrell3_seed-4_20260503_004536/run.log
supportcase26.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/7_supportcase26_seed-4_20260503_010819,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/7_supportcase26_seed-4_20260503_010819/run.log
supportcase40.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/8_supportcase40_seed-4_20260503_012133,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/8_supportcase40_seed-4_20260503_012133/run.log
supportcase6.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/9_supportcase6_seed-4_20260503_013347,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/9_supportcase6_seed-4_20260503_013347/run.log
var-smallemery-m6j6.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/10_var-smallemery-m6j6_seed-4_20260503_014736,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/10_var-smallemery-m6j6_seed-4_20260503_014736/run.log
