instance,seed,objective,tuning_time
csched008.mps,1,0.58,816
fastxgemm-n2r6s0t2.mps,1,44.78,1021
glass4.mps,1,0,20
lotsize.mps,1,10.48,1185
mas74.mps,1,0.94,4321
neos-4413714-turia.mps,1,4.5,1097
qap10.mps,1,0,6
rocI-4-11.mps,1,0,8
supportcase18.mps,1,0,77
supportcase33.mps,1,0,155
