instance,seed,objective,tuning_time
b1c1s1.mps,5,15.89,3269
cost266-UUE.mps,5,6.45,2656
csched007.mps,5,8.48,3085
cvs16r128-89.mps,5,9.89,3498
eilA101-2.mps,5,20.38,3129
