instance,seed,objective,tuning_time
csched008.mps,5,1.16,1115
fastxgemm-n2r6s0t2.mps,5,88.25,939
glass4.mps,5,33.33,1100
lotsize.mps,5,10.71,1370
mas74.mps,5,2.67,1436
neos-4413714-turia.mps,5,12.1,1548
qap10.mps,5,0,67
rocI-4-11.mps,5,79.6,948
supportcase18.mps,5,3.7,830
supportcase33.mps,5,10.06,1160
