instance,seed,objective,tuning_time
neos-4387871-tavua.mps,4,21.29,2875
neos-4954672-berkel.mps,4,12.2,1244
neos-5093327-huahum.mps,4,24.06,992
nexp-150-20-8-5.mps,4,0.99,8113
rococoB10-011000.mps,4,18.54,925
sorrell3.mps,4,24.34,2408
supportcase26.mps,4,3.21,908
supportcase40.mps,4,2.46,956
supportcase6.mps,4,0,648
var-smallemery-m6j6.mps,4,2.55,1099
