instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
b1c1s1.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/2proc/seed-1/1_b1c1s1_seed-1_20260503_004554,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/2proc/seed-1/1_b1c1s1_seed-1_20260503_004554/run.log
cost266-UUE.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/2proc/seed-1/2_cost266-UUE_seed-1_20260503_010146,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/2proc/seed-1/2_cost266-UUE_seed-1_20260503_010146/run.log
csched007.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/2proc/seed-1/3_csched007_seed-1_20260503_011919,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/2proc/seed-1/3_csched007_seed-1_20260503_011919/run.log
cvs16r128-89.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/2proc/seed-1/4_cvs16r128-89_seed-1_20260503_013605,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/2proc/seed-1/4_cvs16r128-89_seed-1_20260503_013605/run.log
eilA101-2.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/2proc/seed-1/5_eilA101-2_seed-1_20260503_015144,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/2proc/seed-1/5_eilA101-2_seed-1_20260503_015144/run.log
momentum1.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/2proc/seed-1/6_momentum1_seed-1_20260503_020938,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/2proc/seed-1/6_momentum1_seed-1_20260503_020938/run.log
mushroom-best.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/2proc/seed-1/7_mushroom-best_seed-1_20260503_023023,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/2proc/seed-1/7_mushroom-best_seed-1_20260503_023023/run.log
neos-1456979.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/2proc/seed-1/8_neos-1456979_seed-1_20260503_025248,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/2proc/seed-1/8_neos-1456979_seed-1_20260503_025248/run.log
neos-3024952-loue.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/2proc/seed-1/9_neos-3024952-loue_seed-1_20260503_031309,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/2proc/seed-1/9_neos-3024952-loue_seed-1_20260503_031309/run.log
neos-3555904-turama.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/2proc/seed-1/10_neos-3555904-turama_seed-1_20260503_033037,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/2proc/seed-1/10_neos-3555904-turama_seed-1_20260503_033037/run.log
