instance,seed,objective,tuning_time
neos-4387871-tavua.mps,5,21.04,330
neos-4954672-berkel.mps,5,14.2,294
neos-5093327-huahum.mps,5,25.69,234
nexp-150-20-8-5.mps,5,6.28,223
rococoB10-011000.mps,5,19.69,320
sorrell3.mps,5,32.74,316
supportcase26.mps,5,0.01,284
supportcase40.mps,5,2.56,309
supportcase6.mps,5,13.11,256
var-smallemery-m6j6.mps,5,2.84,345
