instance,seed,objective,tuning_time
b1c1s1.mps,1,17.45,780
cost266-UUE.mps,1,5.89,647
csched007.mps,1,8.5,770
cvs16r128-89.mps,1,17.1,694
eilA101-2.mps,1,15.6,2095
momentum1.mps,1,11.8,616
mushroom-best.mps,1,21.68,578
neos-1456979.mps,1,4.24,827
neos-3024952-loue.mps,1,9.51,594
neos-3555904-turama.mps,1,18.01,701
