instance,seed,objective,tuning_time
neos-4387871-tavua.mps,2,20.02,3068
neos-4954672-berkel.mps,2,12.99,1570
neos-5093327-huahum.mps,2,24.58,887
nexp-150-20-8-5.mps,2,4.02,3550
rococoB10-011000.mps,2,20.62,961
sorrell3.mps,2,25.54,1177
supportcase26.mps,2,7.75,874
supportcase40.mps,2,2.29,904
supportcase6.mps,2,0,727
var-smallemery-m6j6.mps,2,2.5,1215
