MipStartID,MipStartFile,SourceEvalID,UpperBound
12,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/24proc/seed-3/2_cost266-UUE_seed-3_20260503_092044/iterated_local_search/run_3_worker_1/mip_starts/mip_start_eval_2_config_5312335688464238936.mst,852,2.51489e+07
11,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/24proc/seed-3/2_cost266-UUE_seed-3_20260503_092044/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_7_config_333084687249760758.mst,547,2.51609e+07
10,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/24proc/seed-3/2_cost266-UUE_seed-3_20260503_092044/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_1_config_8565965574457633023.mst,541,2.52408e+07
9,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/24proc/seed-3/2_cost266-UUE_seed-3_20260503_092044/iterated_local_search/run_1_worker_11/mip_starts/mip_start_eval_1_config_13735962452484424727.mst,221,2.52521e+07
8,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/24proc/seed-3/2_cost266-UUE_seed-3_20260503_092044/iterated_local_search/run_1_worker_4/mip_starts/mip_start_eval_6_config_675707202377360244.mst,86,2.53421e+07
7,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/24proc/seed-3/2_cost266-UUE_seed-3_20260503_092044/iterated_local_search/run_1_worker_2/mip_starts/mip_start_eval_6_config_17078135593053768740.mst,46,2.53597e+07
6,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/24proc/seed-3/2_cost266-UUE_seed-3_20260503_092044/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_15_config_14562914770397150894.mst,15,2.53766e+07
5,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/24proc/seed-3/2_cost266-UUE_seed-3_20260503_092044/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_14_config_10254541252007742698.mst,14,2.5388e+07
4,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/24proc/seed-3/2_cost266-UUE_seed-3_20260503_092044/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_10_config_16140605924518873625.mst,10,2.5499e+07
3,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/24proc/seed-3/2_cost266-UUE_seed-3_20260503_092044/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_6_config_7475797912735248108.mst,6,2.55367e+07
2,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/24proc/seed-3/2_cost266-UUE_seed-3_20260503_092044/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_2_config_2823934824078185206.mst,2,2.5652e+07
1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/24proc/seed-3/2_cost266-UUE_seed-3_20260503_092044/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,2.56706e+07
