MipStartID,MipStartFile,SourceEvalID,UpperBound
10,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-2/4proc/seed-1/10_var-smallemery-m6j6_seed-1_20260503_025506/iterated_local_search/run_6_worker_2/mip_starts/mip_start_eval_1_config_9764995221099733775.mst,556,-149.375
9,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-2/4proc/seed-1/10_var-smallemery-m6j6_seed-1_20260503_025506/iterated_local_search/run_6_worker_1/mip_starts/mip_start_eval_11_config_2248474954642095039.mst,536,-148.062
8,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-2/4proc/seed-1/10_var-smallemery-m6j6_seed-1_20260503_025506/iterated_local_search/run_5_worker_1/mip_starts/mip_start_eval_2_config_15744640285603204516.mst,410,-147.375
7,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-2/4proc/seed-1/10_var-smallemery-m6j6_seed-1_20260503_025506/iterated_local_search/run_3_worker_1/mip_starts/mip_start_eval_23_config_12205326137220708890.mst,216,-147.062
6,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-2/4proc/seed-1/10_var-smallemery-m6j6_seed-1_20260503_025506/iterated_local_search/run_2_worker_0/mip_starts/mip_start_eval_1_config_8839390517793007690.mst,101,-145.906
5,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-2/4proc/seed-1/10_var-smallemery-m6j6_seed-1_20260503_025506/iterated_local_search/run_1_worker_2/mip_starts/mip_start_eval_8_config_3236082361392310635.mst,48,-145.906
4,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-2/4proc/seed-1/10_var-smallemery-m6j6_seed-1_20260503_025506/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_11_config_15540708572644886351.mst,31,-145.844
3,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-2/4proc/seed-1/10_var-smallemery-m6j6_seed-1_20260503_025506/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_7_config_7125004633974184146.mst,7,-145.469
2,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-2/4proc/seed-1/10_var-smallemery-m6j6_seed-1_20260503_025506/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_6_config_9002657734057019648.mst,6,-141.906
1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-2/4proc/seed-1/10_var-smallemery-m6j6_seed-1_20260503_025506/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,-140.938
