MipStartID,MipStartFile,SourceEvalID,UpperBound
10,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/8_neos-1456979_seed-1_20260503_023349/iterated_local_search/run_4_worker_0/mip_starts/mip_start_eval_2_config_7717812322029790595.mst,292,177
9,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/8_neos-1456979_seed-1_20260503_023349/iterated_local_search/run_1_worker_2/mip_starts/mip_start_eval_5_config_12487553298117998572.mst,45,179
8,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/8_neos-1456979_seed-1_20260503_023349/iterated_local_search/run_1_worker_2/mip_starts/mip_start_eval_3_config_9597628650034279527.mst,43,182
7,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/8_neos-1456979_seed-1_20260503_023349/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_20_config_17444276561585758743.mst,40,185
6,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/8_neos-1456979_seed-1_20260503_023349/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_13_config_15616218973257262806.mst,33,187
5,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/8_neos-1456979_seed-1_20260503_023349/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_4_config_14659532201374470097.mst,24,188
4,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/8_neos-1456979_seed-1_20260503_023349/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_11_config_12026536825983787624.mst,11,198
3,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/8_neos-1456979_seed-1_20260503_023349/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_6_config_10709422651670981369.mst,6,200
2,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/8_neos-1456979_seed-1_20260503_023349/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_4_config_13575339350133640537.mst,4,203
1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/8_neos-1456979_seed-1_20260503_023349/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,206
