MipStartID,MipStartFile,SourceEvalID,UpperBound
14,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/4_lotsize_seed-4_20260426_222832/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_1_config_7850166675190692315.mst,700,1.49979e+06
1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/4_lotsize_seed-4_20260426_222832/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,1.92574e+06
2,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/4_lotsize_seed-4_20260426_222832/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_2_config_8683817217222751575.mst,2,1.91884e+06
3,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/4_lotsize_seed-4_20260426_222832/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_6_config_2045221141382991416.mst,6,1.61316e+06
4,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/4_lotsize_seed-4_20260426_222832/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_1_config_6439873165248256756.mst,21,1.61122e+06
5,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/4_lotsize_seed-4_20260426_222832/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_2_config_11255561039145532449.mst,22,1.57861e+06
6,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/4_lotsize_seed-4_20260426_222832/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_3_config_16491404846762771235.mst,23,1.54386e+06
7,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/4_lotsize_seed-4_20260426_222832/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_12_config_2929577956582896675.mst,32,1.53528e+06
8,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/4_lotsize_seed-4_20260426_222832/iterated_local_search/run_1_worker_7/mip_starts/mip_start_eval_12_config_13669411020017565945.mst,152,1.53271e+06
9,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/4_lotsize_seed-4_20260426_222832/iterated_local_search/run_1_worker_17/mip_starts/mip_start_eval_6_config_3730141318812645018.mst,346,1.52431e+06
10,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/4_lotsize_seed-4_20260426_222832/iterated_local_search/run_1_worker_17/mip_starts/mip_start_eval_17_config_7850166675190692314.mst,357,1.52351e+06
11,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/4_lotsize_seed-4_20260426_222832/iterated_local_search/run_1_worker_19/mip_starts/mip_start_eval_19_config_5015092247358948304.mst,399,1.5168e+06
12,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/4_lotsize_seed-4_20260426_222832/iterated_local_search/run_1_worker_28/mip_starts/mip_start_eval_16_config_4211885407324503689.mst,576,1.51446e+06
13,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/4_lotsize_seed-4_20260426_222832/iterated_local_search/run_1_worker_30/mip_starts/mip_start_eval_18_config_1411641056464984392.mst,618,1.50226e+06
