instance,seed,objective,tuning_time
csched008.mps,8,0.58,819
fastxgemm-n2r6s0t2.mps,8,47.39,888
glass4.mps,8,0,104
lotsize.mps,8,4.38,991
mas74.mps,8,0.77,1799
neos-4413714-turia.mps,8,4.5,1181
qap10.mps,8,0,4
rocI-4-11.mps,8,0,8
supportcase18.mps,8,0,17
supportcase33.mps,8,0,189
