instance,seed,objective,tuning_time
b1c1s1.mps,5,15.43,806
cost266-UUE.mps,5,5.81,791
csched007.mps,5,8.84,753
cvs16r128-89.mps,5,17.2,611
eilA101-2.mps,5,12.88,2459
momentum1.mps,5,11.75,626
mushroom-best.mps,5,19.83,813
neos-1456979.mps,5,3.39,697
neos-3024952-loue.mps,5,2.06,857
neos-3555904-turama.mps,5,18.01,632
