instance,k,n_params,median_obj,median_time_s,n_seeds
neos-4954672-berkel,10,10,12.82,1001,4
neos-4954672-berkel,10,10,12.95,1002,5
neos-4954672-berkel,10,10,12.64,1002,6
neos-4954672-berkel,10,10,13.05,1002,7
neos-4954672-berkel,10,10,12.99,1002,8
neos-4954672-berkel,10,10,12.98,1002,9
neos-4954672-berkel,15,10,12.84,1503,0
neos-4954672-berkel,15,10,12.74,1503,1
neos-4954672-berkel,15,10,12.99,1503,2
neos-4954672-berkel,15,10,12.98,1503,3
neos-4954672-berkel,15,10,12.82,1503,4
neos-4954672-berkel,15,10,12.64,1503,5
neos-4954672-berkel,15,10,13.10,1516,6
neos-4954672-berkel,15,10,12.74,1503,7
neos-4954672-berkel,15,10,12.74,1503,8
neos-4954672-berkel,15,10,12.39,1502,9
neos-4954672-berkel,20,10,12.62,2004,0
neos-4954672-berkel,20,10,12.93,2004,1
neos-4954672-berkel,20,10,12.88,2004,2
neos-4954672-berkel,20,10,12.84,2004,3
neos-4954672-berkel,20,10,12.79,2004,4
neos-4954672-berkel,20,10,13.00,2004,5
neos-4954672-berkel,20,10,13.21,2028,6
neos-4954672-berkel,20,10,12.74,2005,7
neos-4954672-berkel,20,10,12.78,2005,8
neos-4954672-berkel,20,10,12.76,2005,9
neos-4954672-berkel,25,10,13.09,2506,0
neos-4954672-berkel,25,10,12.99,2509,1
neos-4954672-berkel,25,10,12.62,2505,2
neos-4954672-berkel,25,10,12.97,2510,3
neos-4954672-berkel,25,10,12.73,2505,4
neos-4954672-berkel,25,10,12.98,2506,5
neos-4954672-berkel,25,10,22.39,2660,6
neos-4954672-berkel,25,10,12.99,2506,7
neos-4954672-berkel,25,10,12.88,2507,8
neos-4954672-berkel,25,10,13.55,2507,9
neos-4954672-berkel,30,10,12.74,3008,0
neos-4954672-berkel,30,10,12.94,3009,1
neos-4954672-berkel,30,10,12.80,3007,2
neos-4954672-berkel,30,10,12.74,3008,3
neos-4954672-berkel,30,10,12.91,3028,4
neos-4954672-berkel,30,10,12.30,3006,5
neos-4954672-berkel,30,10,12.77,3007,6
neos-4954672-berkel,30,10,12.78,3006,7
neos-4954672-berkel,30,10,12.84,3006,8
neos-4954672-berkel,30,10,13.14,3006,9
neos-4954672-berkel,40,10,12.82,4010,0
neos-4954672-berkel,40,10,12.90,4008,1
neos-4954672-berkel,40,10,12.91,4009,2
neos-4954672-berkel,40,10,12.65,4009,3
neos-4954672-berkel,40,10,13.04,4008,4
neos-4954672-berkel,40,10,12.64,4010,5
neos-4954672-berkel,40,10,12.74,4010,6
neos-4954672-berkel,40,10,12.88,4013,7
neos-4954672-berkel,40,10,12.97,4010,8
neos-4954672-berkel,40,10,12.66,4008,9
neos-4954672-berkel,50,10,12.62,5011,0
neos-4954672-berkel,50,10,11.98,5010,1
neos-4954672-berkel,50,10,12.17,5011,2
neos-4954672-berkel,50,10,12.79,5011,3
neos-4954672-berkel,50,10,12.84,5011,4
neos-4954672-berkel,50,10,11.90,5009,5
neos-4954672-berkel,50,10,12.90,5015,6
neos-4954672-berkel,50,10,13.74,5016,7
neos-4954672-berkel,50,10,11.80,5011,8
neos-4954672-berkel,50,10,12.37,5010,9
neos-4954672-berkel,60,10,12.98,6014,0
neos-4954672-berkel,60,10,12.62,6014,1
neos-4954672-berkel,60,10,13.18,6039,2
neos-4954672-berkel,60,10,13.06,6013,3
neos-4954672-berkel,60,10,12.68,6012,4
neos-4954672-berkel,60,10,12.62,6011,5
neos-4954672-berkel,60,10,13.23,6014,6
neos-4954672-berkel,60,10,13.18,6022,7
neos-4954672-berkel,60,10,12.62,6012,8
neos-4954672-berkel,60,10,12.69,6012,9
neos-4954672-berkel,2,20,12.74,401,0
neos-4954672-berkel,2,20,13.28,400,1
neos-4954672-berkel,2,20,13.27,400,2
neos-4954672-berkel,2,20,13.72,400,3
neos-4954672-berkel,2,20,12.97,400,4
neos-4954672-berkel,2,20,12.97,400,5
neos-4954672-berkel,2,20,17.05,406,6
neos-4954672-berkel,2,20,12.81,400,7
neos-4954672-berkel,2,20,13.05,401,8
neos-4954672-berkel,2,20,12.98,401,9
neos-4954672-berkel,5,20,13.00,1001,0
neos-4954672-berkel,5,20,12.74,1002,1
neos-4954672-berkel,5,20,12.99,1002,2
neos-4954672-berkel,5,20,13.04,1002,3
neos-4954672-berkel,5,20,12.61,1002,4
neos-4954672-berkel,5,20,12.98,1002,5
neos-4954672-berkel,5,20,13.18,1002,6
neos-4954672-berkel,5,20,13.03,1002,7
neos-4954672-berkel,5,20,12.97,1002,8
neos-4954672-berkel,5,20,12.64,1002,9
neos-4954672-berkel,10,20,12.62,2005,0
neos-4954672-berkel,10,20,12.51,2004,1
neos-4954672-berkel,10,20,12.78,2004,2
neos-4954672-berkel,10,20,12.81,2004,3
neos-4954672-berkel,10,20,12.67,2004,4
neos-4954672-berkel,10,20,13.24,2004,5
neos-4954672-berkel,10,20,13.01,2005,6
neos-4954672-berkel,10,20,11.95,2004,7
neos-4954672-berkel,10,20,12.97,2004,8
neos-4954672-berkel,10,20,12.91,2004,9
neos-4954672-berkel,15,20,12.44,3005,0
neos-4954672-berkel,15,20,12.62,3007,1
neos-4954672-berkel,15,20,12.84,3006,2
neos-4954672-berkel,15,20,12.64,3006,3
neos-4954672-berkel,15,20,10.68,3005,4
neos-4954672-berkel,15,20,11.79,3006,5
neos-4954672-berkel,15,20,12.65,3006,6
neos-4954672-berkel,15,20,11.20,3006,7
neos-4954672-berkel,15,20,12.30,3007,8
neos-4954672-berkel,15,20,12.74,3006,9
neos-4954672-berkel,20,20,12.32,4008,0
neos-4954672-berkel,20,20,11.41,4010,1
neos-4954672-berkel,20,20,12.85,4009,2
neos-4954672-berkel,20,20,12.08,4010,3
neos-4954672-berkel,20,20,11.47,4007,4
neos-4954672-berkel,20,20,12.41,4008,5
neos-4954672-berkel,20,20,12.96,4008,6
neos-4954672-berkel,20,20,11.24,4008,7
neos-4954672-berkel,20,20,12.53,4011,8
neos-4954672-berkel,20,20,11.02,4009,9
neos-4954672-berkel,25,20,12.45,5013,0
neos-4954672-berkel,25,20,12.58,5010,1
neos-4954672-berkel,25,20,12.90,5010,2
neos-4954672-berkel,25,20,12.89,5010,3
neos-4954672-berkel,25,20,12.35,5011,4
neos-4954672-berkel,25,20,11.37,5010,5
neos-4954672-berkel,25,20,11.66,5010,6
neos-4954672-berkel,25,20,11.36,5011,7
neos-4954672-berkel,25,20,12.49,5012,8
neos-4954672-berkel,25,20,11.46,5017,9
neos-4954672-berkel,30,20,12.73,6014,0
neos-4954672-berkel,30,20,12.28,6011,1
neos-4954672-berkel,30,20,12.47,6013,2
neos-4954672-berkel,30,20,11.81,6027,3
neos-4954672-berkel,30,20,12.62,6019,4
neos-4954672-berkel,30,20,13.90,6051,5
neos-4954672-berkel,30,20,11.14,6012,6
neos-4954672-berkel,30,20,12.20,6012,7
neos-4954672-berkel,30,20,11.27,6011,8
neos-4954672-berkel,30,20,10.64,6010,9
neos-4954672-berkel,40,20,11.85,8056,0
neos-4954672-berkel,40,20,11.65,8020,1
neos-4954672-berkel,40,20,10.75,8021,2
neos-4954672-berkel,40,20,12.47,8018,3
neos-4954672-berkel,40,20,11.85,8018,4
neos-4954672-berkel,40,20,11.55,8071,5
neos-4954672-berkel,40,20,14.05,8526,6
neos-4954672-berkel,40,20,12.81,8060,7
neos-4954672-berkel,40,20,13.25,8021,8
neos-4954672-berkel,40,20,12.29,8021,9
neos-4954672-berkel,50,20,10.85,10064,0
neos-4954672-berkel,50,20,11.93,10019,1
neos-4954672-berkel,50,20,11.71,10021,2
neos-4954672-berkel,50,20,11.96,10022,3
neos-4954672-berkel,50,20,12.88,10632,4
neos-4954672-berkel,50,20,13.09,10114,5
neos-4954672-berkel,50,20,11.39,10022,6
neos-4954672-berkel,50,20,12.03,10021,7
neos-4954672-berkel,50,20,10.90,10025,8
neos-4954672-berkel,50,20,13.00,10025,9
neos-4954672-berkel,60,20,12.82,12076,0
neos-4954672-berkel,60,20,10.83,12023,1
neos-4954672-berkel,60,20,20.64,12930,2
neos-4954672-berkel,60,20,10.85,12024,3
neos-4954672-berkel,60,20,14.92,12143,4
neos-4954672-berkel,60,20,17.44,12190,5
neos-4954672-berkel,60,20,11.55,12032,6
neos-4954672-berkel,60,20,11.20,12026,7
neos-4954672-berkel,60,20,10.70,12028,8
neos-4954672-berkel,2,30,13.62,608,0
neos-4954672-berkel,2,30,12.63,604,1
neos-4954672-berkel,2,30,13.67,602,2
neos-4954672-berkel,2,30,13.24,601,3
neos-4954672-berkel,2,30,12.91,602,4
neos-4954672-berkel,2,30,12.65,602,5
neos-4954672-berkel,2,30,12.69,601,6
neos-4954672-berkel,2,30,13.08,602,7
neos-4954672-berkel,2,30,13.90,605,8
neos-4954672-berkel,2,30,12.60,602,9
neos-4954672-berkel,5,30,12.64,1504,0
neos-4954672-berkel,5,30,11.78,1519,1
neos-4954672-berkel,5,30,12.88,1503,2
neos-4954672-berkel,5,30,13.83,1503,3
neos-4954672-berkel,5,30,12.18,1503,4
neos-4954672-berkel,5,30,12.14,1505,5
neos-4954672-berkel,5,30,12.22,1505,6
neos-4954672-berkel,5,30,12.09,1504,7
neos-4954672-berkel,5,30,11.97,1506,8
neos-4954672-berkel,5,30,13.07,1504,9
neos-4954672-berkel,10,30,11.14,3009,0
neos-4954672-berkel,10,30,11.21,3009,1
neos-4954672-berkel,10,30,11.94,3009,2
neos-4954672-berkel,10,30,11.55,3012,3
neos-4954672-berkel,10,30,11.14,3038,4
neos-4954672-berkel,10,30,11.64,3010,5
neos-4954672-berkel,10,30,11.44,3006,6
neos-4954672-berkel,10,30,15.14,3056,7
neos-4954672-berkel,10,30,11.67,3006,8
neos-4954672-berkel,10,30,11.14,3008,9
neos-4954672-berkel,15,30,11.32,4525,0
neos-4954672-berkel,15,30,11.79,4517,1
neos-4954672-berkel,15,30,12.90,4515,2
neos-4954672-berkel,15,30,14.29,4520,3
neos-4954672-berkel,15,30,10.29,4511,4
neos-4954672-berkel,15,30,11.46,4509,5
neos-4954672-berkel,15,30,12.65,4509,6
neos-4954672-berkel,15,30,12.02,4520,7
neos-4954672-berkel,15,30,10.99,4512,8
neos-4954672-berkel,15,30,11.38,4511,9
neos-4954672-berkel,20,30,13.25,6063,0
neos-4954672-berkel,20,30,11.57,6020,1
neos-4954672-berkel,20,30,11.06,6017,2
neos-4954672-berkel,20,30,12.91,6016,3
neos-4954672-berkel,20,30,11.88,6031,4
neos-4954672-berkel,20,30,11.80,6016,5
neos-4954672-berkel,20,30,12.36,6009,6
neos-4954672-berkel,20,30,11.62,6021,7
neos-4954672-berkel,20,30,11.47,6011,8
neos-4954672-berkel,20,30,11.58,6017,9
neos-4954672-berkel,25,30,12.40,7525,0
neos-4954672-berkel,25,30,11.77,7531,1
neos-4954672-berkel,25,30,14.04,7587,2
neos-4954672-berkel,25,30,11.13,7525,3
neos-4954672-berkel,25,30,10.84,7528,4
neos-4954672-berkel,25,30,13.41,7533,5
neos-4954672-berkel,25,30,10.79,7517,6
neos-4954672-berkel,25,30,12.25,7522,7
neos-4954672-berkel,25,30,12.82,7521,8
neos-4954672-berkel,25,30,10.82,7520,9
neos-4954672-berkel,30,30,11.37,9029,0
neos-4954672-berkel,30,30,11.80,9025,1
neos-4954672-berkel,30,30,12.05,9019,2
neos-4954672-berkel,30,30,14.22,9154,3
neos-4954672-berkel,30,30,10.79,9021,4
neos-4954672-berkel,30,30,11.88,9035,5
neos-4954672-berkel,30,30,12.07,9017,6
neos-4954672-berkel,30,30,11.29,9029,7
neos-4954672-berkel,30,30,11.26,9048,8
neos-4954672-berkel,30,30,11.11,9030,9
neos-4954672-berkel,2,40,12.90,807,0
neos-4954672-berkel,2,40,11.34,803,1
neos-4954672-berkel,2,40,12.11,802,2
neos-4954672-berkel,2,40,12.13,803,3
neos-4954672-berkel,2,40,12.81,802,4
neos-4954672-berkel,2,40,12.77,802,5
neos-4954672-berkel,2,40,12.51,802,6
neos-4954672-berkel,2,40,13.12,802,7
neos-4954672-berkel,2,40,13.09,802,8
neos-4954672-berkel,2,40,11.80,803,9
neos-4954672-berkel,5,40,12.59,2005,0
neos-4954672-berkel,5,40,10.70,2007,1
neos-4954672-berkel,5,40,12.00,2004,2
neos-4954672-berkel,5,40,12.84,2004,3
neos-4954672-berkel,5,40,11.71,2006,4
neos-4954672-berkel,5,40,12.16,2006,5
neos-4954672-berkel,5,40,11.05,2004,6
neos-4954672-berkel,5,40,12.24,2008,7
neos-4954672-berkel,5,40,12.19,2005,8
neos-4954672-berkel,5,40,11.38,2005,9
neos-4954672-berkel,10,40,12.82,4013,0
neos-4954672-berkel,10,40,12.40,4018,1
neos-4954672-berkel,10,40,10.90,4013,2
neos-4954672-berkel,10,40,11.96,4010,3
neos-4954672-berkel,10,40,10.97,4011,4
neos-4954672-berkel,10,40,11.16,4013,5
neos-4954672-berkel,10,40,11.87,4008,6
neos-4954672-berkel,10,40,11.45,4009,7
neos-4954672-berkel,10,40,11.78,4010,8
neos-4954672-berkel,10,40,12.32,4008,9
neos-4954672-berkel,15,40,12.21,6053,0
neos-4954672-berkel,15,40,10.89,6020,1
neos-4954672-berkel,15,40,11.87,6025,2
neos-4954672-berkel,15,40,12.51,6016,3
neos-4954672-berkel,15,40,12.18,6015,4
neos-4954672-berkel,15,40,12.82,6021,5
neos-4954672-berkel,15,40,12.73,6018,6
neos-4954672-berkel,15,40,11.68,6023,7
neos-4954672-berkel,15,40,12.03,6016,8
neos-4954672-berkel,15,40,10.79,6025,9
neos-4954672-berkel,20,40,11.22,8030,0
neos-4954672-berkel,20,40,11.26,8086,1
neos-4954672-berkel,20,40,12.42,8019,2
neos-4954672-berkel,20,40,10.80,8019,3
neos-4954672-berkel,20,40,12.06,8020,4
neos-4954672-berkel,20,40,11.13,8019,5
neos-4954672-berkel,20,40,10.87,8016,6
neos-4954672-berkel,20,40,11.82,8025,7
neos-4954672-berkel,20,40,11.72,8020,8
neos-4954672-berkel,20,40,11.14,8018,9
neos-5093327-huahum,2,5,28.09,101,0
neos-5093327-huahum,2,5,28.09,102,1
neos-5093327-huahum,2,5,28.09,101,2
neos-5093327-huahum,2,5,28.09,101,3
neos-5093327-huahum,2,5,28.09,101,4
neos-5093327-huahum,2,5,28.09,102,5
neos-5093327-huahum,2,5,28.09,101,6
neos-5093327-huahum,2,5,28.09,101,7
neos-5093327-huahum,2,5,26.40,102,8
neos-5093327-huahum,2,5,28.09,101,9
neos-5093327-huahum,5,5,26.40,254,0
neos-5093327-huahum,5,5,27.07,257,1
neos-5093327-huahum,5,5,26.40,254,2
neos-5093327-huahum,5,5,26.40,254,3
neos-5093327-huahum,5,5,26.40,254,4
neos-5093327-huahum,5,5,26.40,254,5
neos-5093327-huahum,5,5,26.40,254,6
neos-5093327-huahum,5,5,26.40,255,7
neos-5093327-huahum,5,5,26.40,255,8
neos-5093327-huahum,5,5,26.40,254,9
neos-5093327-huahum,10,5,26.40,509,0
neos-5093327-huahum,10,5,26.40,508,1
neos-5093327-huahum,10,5,26.40,508,2
neos-5093327-huahum,10,5,26.40,508,3
neos-5093327-huahum,10,5,26.40,509,4
neos-5093327-huahum,10,5,26.40,509,5
neos-5093327-huahum,10,5,26.40,509,6
neos-5093327-huahum,10,5,26.40,510,7
neos-5093327-huahum,10,5,26.40,509,8
neos-5093327-huahum,10,5,26.40,510,9
neos-5093327-huahum,15,5,26.40,764,0
neos-5093327-huahum,15,5,26.40,764,1
neos-5093327-huahum,15,5,26.40,763,2
neos-5093327-huahum,15,5,26.40,764,3
neos-5093327-huahum,15,5,26.40,763,4
neos-5093327-huahum,15,5,26.40,763,5
neos-5093327-huahum,15,5,26.40,767,6
neos-5093327-huahum,15,5,26.40,763,7
neos-5093327-huahum,15,5,26.40,764,8
neos-5093327-huahum,15,5,26.40,763,9
neos-5093327-huahum,20,5,26.40,1018,0
neos-5093327-huahum,20,5,26.40,1018,1
neos-5093327-huahum,20,5,26.40,1017,2
neos-5093327-huahum,20,5,26.40,1019,3
neos-5093327-huahum,20,5,26.40,1018,4
neos-5093327-huahum,20,5,26.40,1017,5
neos-5093327-huahum,20,5,26.40,1019,6
neos-5093327-huahum,20,5,26.40,1018,7
neos-5093327-huahum,20,5,26.40,1020,8
neos-5093327-huahum,20,5,26.40,1018,9
neos-5093327-huahum,25,5,26.40,1273,0
neos-5093327-huahum,25,5,28.09,1279,1
neos-5093327-huahum,25,5,26.40,1272,2
neos-5093327-huahum,25,5,26.40,1274,3
neos-5093327-huahum,25,5,26.40,1274,4
neos-5093327-huahum,25,5,26.40,1274,5
neos-5093327-huahum,25,5,26.40,1293,6
neos-5093327-huahum,25,5,26.40,1272,7
neos-5093327-huahum,25,5,26.40,1272,8
neos-5093327-huahum,25,5,26.40,1276,9
neos-5093327-huahum,30,5,26.40,1532,0
neos-5093327-huahum,30,5,26.40,1530,1
neos-5093327-huahum,30,5,26.40,1526,2
neos-5093327-huahum,30,5,26.40,1528,3
neos-5093327-huahum,30,5,26.40,1526,4
neos-5093327-huahum,30,5,26.40,1527,5
neos-5093327-huahum,30,5,26.40,1528,6
neos-5093327-huahum,30,5,26.40,1529,7
neos-5093327-huahum,30,5,26.40,1527,8
neos-5093327-huahum,40,5,26.40,2036,0
neos-5093327-huahum,40,5,26.40,2037,1
neos-5093327-huahum,40,5,26.40,2039,2
neos-5093327-huahum,40,5,26.40,2043,3
neos-5093327-huahum,40,5,26.40,2041,4
neos-5093327-huahum,40,5,26.40,2035,5
neos-5093327-huahum,40,5,26.40,2036,6
neos-5093327-huahum,40,5,26.40,2038,7
neos-5093327-huahum,40,5,26.40,2037,8
neos-5093327-huahum,40,5,26.40,2044,9
neos-5093327-huahum,50,5,26.40,2550,0
neos-5093327-huahum,50,5,26.40,2544,1
neos-5093327-huahum,50,5,26.40,2550,2
neos-5093327-huahum,50,5,26.40,2554,3
neos-5093327-huahum,50,5,26.40,2544,4
neos-5093327-huahum,50,5,26.40,2543,5
neos-5093327-huahum,50,5,26.40,2549,6
neos-5093327-huahum,50,5,26.40,2547,7
neos-5093327-huahum,50,5,26.40,2549,8
neos-5093327-huahum,50,5,26.40,2546,9
neos-5093327-huahum,60,5,26.40,3057,0
neos-5093327-huahum,60,5,26.40,3052,1
neos-5093327-huahum,60,5,27.07,3075,2
neos-5093327-huahum,60,5,26.40,3057,3
neos-5093327-huahum,60,5,26.40,3056,4
neos-5093327-huahum,60,5,26.40,3053,5
neos-5093327-huahum,60,5,26.40,3054,6
neos-5093327-huahum,60,5,26.40,3054,7
neos-5093327-huahum,60,5,26.40,3065,8
neos-5093327-huahum,60,5,26.40,3054,9
neos-5093327-huahum,2,10,28.09,204,0
neos-5093327-huahum,2,10,26.37,204,1
neos-5093327-huahum,2,10,28.05,203,2
neos-5093327-huahum,2,10,28.05,204,3
neos-5093327-huahum,2,10,28.05,203,4
neos-5093327-huahum,2,10,28.08,203,5
neos-5093327-huahum,2,10,26.37,203,6
neos-5093327-huahum,2,10,28.03,203,7
neos-5093327-huahum,2,10,24.66,203,8
neos-5093327-huahum,2,10,28.05,203,9
neos-5093327-huahum,5,10,28.03,509,0
neos-5093327-huahum,5,10,22.82,509,1
neos-5093327-huahum,5,10,28.03,509,2
neos-5093327-huahum,5,10,28.03,509,3
neos-5093327-huahum,5,10,28.03,508,4
neos-5093327-huahum,5,10,25.71,509,5
neos-5093327-huahum,5,10,25.71,509,6
neos-5093327-huahum,5,10,28.03,509,7
neos-5093327-huahum,5,10,23.33,510,8
neos-5093327-huahum,5,10,28.03,510,9
neos-5093327-huahum,10,10,28.03,1018,0
neos-5093327-huahum,10,10,22.82,1018,1
neos-5093327-huahum,10,10,28.03,1018,2
neos-5093327-huahum,10,10,28.03,1019,3
neos-5093327-huahum,10,10,28.03,1017,4
neos-5093327-huahum,10,10,22.82,1018,5
neos-5093327-huahum,10,10,22.82,1018,6
neos-5093327-huahum,10,10,28.03,1018,7
neos-5093327-huahum,10,10,23.33,1021,8
neos-5093327-huahum,10,10,27.98,1018,9
neos-5093327-huahum,15,10,25.62,1526,0
neos-5093327-huahum,15,10,22.82,1527,1
neos-5093327-huahum,15,10,28.03,1527,2
neos-5093327-huahum,15,10,28.03,1527,3
neos-5093327-huahum,15,10,28.03,1525,4
neos-5093327-huahum,15,10,22.82,1526,5
neos-5093327-huahum,15,10,24.66,1568,6
neos-5093327-huahum,15,10,28.03,1527,7
neos-5093327-huahum,15,10,23.33,1527,8
neos-5093327-huahum,15,10,28.03,1528,9
neos-5093327-huahum,20,10,28.03,2034,0
neos-5093327-huahum,20,10,22.56,2036,1
neos-5093327-huahum,20,10,25.62,2035,2
neos-5093327-huahum,20,10,28.03,2035,3
neos-5093327-huahum,20,10,28.03,2034,4
neos-5093327-huahum,20,10,22.82,2034,5
neos-5093327-huahum,20,10,24.16,2079,6
neos-5093327-huahum,20,10,28.03,2035,7
neos-5093327-huahum,20,10,23.33,2040,8
neos-5093327-huahum,20,10,27.98,2039,9
neos-5093327-huahum,25,10,27.61,2545,0
neos-5093327-huahum,25,10,22.82,2565,1
neos-5093327-huahum,25,10,28.03,2543,2
neos-5093327-huahum,25,10,28.03,2547,3
neos-5093327-huahum,25,10,27.98,2544,4
neos-5093327-huahum,25,10,22.82,2545,5
neos-5093327-huahum,25,10,28.03,2679,6
neos-5093327-huahum,25,10,28.03,2553,7
neos-5093327-huahum,25,10,23.33,2547,8
neos-5093327-huahum,25,10,28.08,2565,9
neos-5093327-huahum,30,10,24.16,3059,0
neos-5093327-huahum,30,10,22.82,3057,1
neos-5093327-huahum,30,10,28.03,3054,2
neos-5093327-huahum,30,10,28.03,3054,3
neos-5093327-huahum,30,10,27.98,3057,4
neos-5093327-huahum,30,10,25.71,3084,5
neos-5093327-huahum,30,10,22.82,3054,6
neos-5093327-huahum,30,10,23.33,3062,7
neos-5093327-huahum,30,10,23.33,3054,8
neos-5093327-huahum,30,10,27.23,3058,9
neos-5093327-huahum,40,10,27.98,4075,0
neos-5093327-huahum,40,10,22.56,4070,1
neos-5093327-huahum,40,10,28.03,4078,2
neos-5093327-huahum,40,10,28.02,4074,3
neos-5093327-huahum,40,10,27.98,4072,4
neos-5093327-huahum,40,10,22.82,4078,5
neos-5093327-huahum,40,10,22.82,4075,6
neos-5093327-huahum,40,10,27.99,4124,7
neos-5093327-huahum,40,10,23.33,4080,8
neos-5093327-huahum,40,10,27.98,4078,9
neos-5093327-huahum,50,10,26.89,5089,0
neos-5093327-huahum,50,10,22.56,5094,1
neos-5093327-huahum,50,10,28.03,5105,2
neos-5093327-huahum,50,10,27.98,5089,3
neos-5093327-huahum,50,10,22.82,5090,4
neos-5093327-huahum,50,10,22.82,5092,5
neos-5093327-huahum,50,10,22.82,5102,6
neos-5093327-huahum,50,10,28.05,5126,7
neos-5093327-huahum,50,10,23.33,5092,8
neos-5093327-huahum,50,10,22.56,5242,9
neos-5093327-huahum,60,10,27.29,6111,0
neos-5093327-huahum,60,10,22.82,6123,1
neos-5093327-huahum,60,10,27.98,6189,2
neos-5093327-huahum,60,10,27.98,6106,3
neos-5093327-huahum,60,10,27.98,6101,4
neos-5093327-huahum,60,10,22.82,6105,5
neos-5093327-huahum,60,10,24.16,6132,6
neos-5093327-huahum,60,10,24.66,6127,7
neos-5093327-huahum,60,10,23.33,6131,8
neos-5093327-huahum,60,10,26.89,6104,9
neos-5093327-huahum,2,20,28.09,407,0
neos-5093327-huahum,2,20,28.09,407,1
neos-5093327-huahum,2,20,28.03,407,2
neos-5093327-huahum,2,20,28.03,408,3
neos-5093327-huahum,2,20,28.03,407,4
neos-5093327-huahum,2,20,28.03,407,5
neos-5093327-huahum,2,20,26.31,419,6
neos-5093327-huahum,2,20,28.03,407,7
neos-5093327-huahum,2,20,28.05,407,8
neos-5093327-huahum,2,20,28.03,407,9
neos-5093327-huahum,5,20,28.03,1018,0
neos-5093327-huahum,5,20,24.66,1019,1
neos-5093327-huahum,5,20,28.03,1021,2
neos-5093327-huahum,5,20,28.03,1018,3
neos-5093327-huahum,5,20,28.03,1017,4
neos-5093327-huahum,5,20,28.03,1018,5
neos-5093327-huahum,5,20,24.10,1021,6
neos-5093327-huahum,5,20,28.03,1018,7
neos-5093327-huahum,5,20,28.03,1018,8
neos-5093327-huahum,5,20,28.03,1018,9
neos-5093327-huahum,10,20,28.03,2035,0
neos-5093327-huahum,10,20,24.06,2039,1
neos-5093327-huahum,10,20,28.02,2037,2
neos-5093327-huahum,10,20,27.99,2036,3
neos-5093327-huahum,10,20,28.03,2035,4
neos-5093327-huahum,10,20,27.99,2039,5
neos-5093327-huahum,10,20,22.96,2041,6
neos-5093327-huahum,10,20,28.00,2036,7
neos-5093327-huahum,10,20,28.03,2037,8
neos-5093327-huahum,10,20,27.92,2038,9
neos-5093327-huahum,15,20,27.16,3053,0
neos-5093327-huahum,15,20,24.06,3059,1
neos-5093327-huahum,15,20,27.99,3055,2
neos-5093327-huahum,15,20,26.28,3055,3
neos-5093327-huahum,15,20,27.50,3053,4
neos-5093327-huahum,15,20,27.99,3056,5
neos-5093327-huahum,15,20,24.07,3056,6
neos-5093327-huahum,15,20,27.99,3054,7
neos-5093327-huahum,15,20,25.70,3056,8
neos-5093327-huahum,15,20,24.10,3055,9
neos-5093327-huahum,20,20,23.98,4081,0
neos-5093327-huahum,20,20,24.06,4080,1
neos-5093327-huahum,20,20,27.99,4071,2
neos-5093327-huahum,20,20,27.92,4074,3
neos-5093327-huahum,20,20,24.09,4073,4
neos-5093327-huahum,20,20,27.99,4073,5
neos-5093327-huahum,20,20,22.96,4078,6
neos-5093327-huahum,20,20,25.43,4073,7
neos-5093327-huahum,20,20,23.99,4073,8
neos-5093327-huahum,20,20,24.09,4073,9
neos-5093327-huahum,25,20,28.02,5100,0
neos-5093327-huahum,25,20,24.06,5097,1
neos-5093327-huahum,25,20,24.09,5092,2
neos-5093327-huahum,25,20,26.13,5100,3
neos-5093327-huahum,25,20,26.12,5091,4
neos-5093327-huahum,25,20,26.14,5089,5
neos-5093327-huahum,25,20,24.16,5097,6
neos-5093327-huahum,25,20,28.03,5091,7
neos-5093327-huahum,25,20,24.07,5092,8
neos-5093327-huahum,25,20,24.73,5139,9
neos-5093327-huahum,30,20,27.99,6125,0
neos-5093327-huahum,30,20,24.05,6112,1
neos-5093327-huahum,30,20,24.09,6106,2
neos-5093327-huahum,30,20,23.99,6117,3
neos-5093327-huahum,30,20,24.09,6172,4
neos-5093327-huahum,30,20,24.09,6112,5
neos-5093327-huahum,30,20,22.44,6119,6
neos-5093327-huahum,30,20,24.26,6109,7
neos-5093327-huahum,30,20,24.09,6107,8
neos-5093327-huahum,30,20,23.98,6108,9
neos-5093327-huahum,40,20,24.04,8154,0
neos-5093327-huahum,40,20,24.05,8155,1
neos-5093327-huahum,40,20,23.86,8142,2
neos-5093327-huahum,40,20,24.11,8148,3
neos-5093327-huahum,40,20,23.76,8123,4
neos-5093327-huahum,40,20,23.94,8214,5
neos-5093327-huahum,40,20,24.07,8173,6
neos-5093327-huahum,40,20,24.13,8180,7
neos-5093327-huahum,40,20,23.99,8156,8
neos-5093327-huahum,50,20,24.07,10178,0
neos-5093327-huahum,50,20,24.06,10195,1
neos-5093327-huahum,50,20,24.01,10177,2
neos-5093327-huahum,50,20,24.13,10197,3
neos-5093327-huahum,50,20,24.07,10463,4
neos-5093327-huahum,50,20,24.09,10367,5
neos-5093327-huahum,50,20,21.32,10196,6
neos-5093327-huahum,50,20,23.98,10202,7
neos-5093327-huahum,50,20,23.94,10200,8
neos-5093327-huahum,50,20,24.09,10216,9
neos-5093327-huahum,60,20,23.98,12182,0
neos-5093327-huahum,60,20,22.73,12226,1
neos-5093327-huahum,60,20,27.92,12494,2
