instance,wall_time
b1c1s1,2988
cost266-UUE,3268
csched007,3376
cvs16r128-89,3229
eilA101-2,2943
momentum1,3141
mushroom-best,3226
neos-1456979,3181
neos-3024952-loue,2969
neos-4387871-tavua,3336
neos-4954672-berkel,3513
neos-5093327-huahum,3156
rococoB10-011000,2909
sorrell3,3313
supportcase26,3660
supportcase40,3497
supportcase6,1336
var-smallemery-m6j6,3387
