instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
b1c1s1.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-4/1_b1c1s1_seed-4_20260502_223930,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-4/1_b1c1s1_seed-4_20260502_223930/run.log
cost266-UUE.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-4/2_cost266-UUE_seed-4_20260502_224853,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-4/2_cost266-UUE_seed-4_20260502_224853/run.log
csched007.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-4/3_csched007_seed-4_20260502_225853,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-4/3_csched007_seed-4_20260502_225853/run.log
cvs16r128-89.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-4/4_cvs16r128-89_seed-4_20260502_230932,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-4/4_cvs16r128-89_seed-4_20260502_230932/run.log
eilA101-2.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-4/5_eilA101-2_seed-4_20260502_232149,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-4/5_eilA101-2_seed-4_20260502_232149/run.log
momentum1.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-4/6_momentum1_seed-4_20260503_000515,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-4/6_momentum1_seed-4_20260503_000515/run.log
mushroom-best.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-4/7_mushroom-best_seed-4_20260503_001723,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-4/7_mushroom-best_seed-4_20260503_001723/run.log
neos-1456979.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-4/8_neos-1456979_seed-4_20260503_003139,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-4/8_neos-1456979_seed-4_20260503_003139/run.log
neos-3024952-loue.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-4/9_neos-3024952-loue_seed-4_20260503_004122,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-4/9_neos-3024952-loue_seed-4_20260503_004122/run.log
neos-3555904-turama.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-4/10_neos-3555904-turama_seed-4_20260503_005349,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-4/10_neos-3555904-turama_seed-4_20260503_005349/run.log
