instance,seed,objective,tuning_time
b1c1s1.mps,1,18.23,170
cost266-UUE.mps,1,7.55,171
csched007.mps,1,10.52,154
cvs16r128-89.mps,1,17.93,206
eilA101-2.mps,1,12.93,440
momentum1.mps,1,11.8,177
mushroom-best.mps,1,20.01,259
neos-1456979.mps,1,6.67,169
neos-3024952-loue.mps,1,8.68,215
neos-3555904-turama.mps,1,18.01,206
