instance,seed,objective,tuning_time
csched008.mps,3,0.58,610
fastxgemm-n2r6s0t2.mps,3,38.91,705
glass4.mps,3,0,60
lotsize.mps,3,4.31,665
mas74.mps,3,2.89,841
neos-4413714-turia.mps,3,0,403
qap10.mps,3,0,5
rocI-4-11.mps,3,16.94,476
supportcase18.mps,3,0,35
supportcase33.mps,3,5.8,669
