MipStartID,MipStartFile,SourceEvalID,UpperBound
10,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/2proc/seed-4/6_momentum1_seed-4_20260426_063021/iterated_local_search/run_6_worker_1/mip_starts/mip_start_eval_1_config_17519404952247553571.mst,285,109157
9,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/2proc/seed-4/6_momentum1_seed-4_20260426_063021/iterated_local_search/run_4_worker_1/mip_starts/mip_start_eval_2_config_15269404961562455372.mst,164,115555
8,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/2proc/seed-4/6_momentum1_seed-4_20260426_063021/iterated_local_search/run_4_worker_0/mip_starts/mip_start_eval_4_config_2885113633315185586.mst,145,115593
7,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/2proc/seed-4/6_momentum1_seed-4_20260426_063021/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_1_config_4943545731891748722.mst,85,121946
6,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/2proc/seed-4/6_momentum1_seed-4_20260426_063021/iterated_local_search/run_2_worker_0/mip_starts/mip_start_eval_2_config_16916212901228987724.mst,74,121993
5,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/2proc/seed-4/6_momentum1_seed-4_20260426_063021/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_20_config_10727771561836157033.mst,40,128375
4,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/2proc/seed-4/6_momentum1_seed-4_20260426_063021/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_13_config_12388255034037167778.mst,33,128427
3,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/2proc/seed-4/6_momentum1_seed-4_20260426_063021/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_12_config_7662307623775734720.mst,32,128446
2,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/2proc/seed-4/6_momentum1_seed-4_20260426_063021/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_19_config_16957666276679199244.mst,19,128457
1,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/2proc/seed-4/6_momentum1_seed-4_20260426_063021/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,141266
