instance,seed,objective,tuning_time
csched008.mps,10,0.58,819
fastxgemm-n2r6s0t2.mps,10,0,551
glass4.mps,10,0,48
lotsize.mps,10,5.52,805
mas74.mps,10,0.49,2012
neos-4413714-turia.mps,10,0,387
qap10.mps,10,0,6
rocI-4-11.mps,10,0,15
supportcase18.mps,10,0,18
supportcase33.mps,10,0,251
