instance,seed,objective,tuning_time
csched008.mps,2,1.15,2123
fastxgemm-n2r6s0t2.mps,2,44.78,2002
glass4.mps,2,0,354
lotsize.mps,2,9.61,2240
mas74.mps,2,0.94,4190
neos-4413714-turia.mps,2,4.5,1473
qap10.mps,2,0,5
rocI-4-11.mps,2,0,489
supportcase18.mps,2,3.7,1248
supportcase33.mps,2,0,971
