MipStartID,MipStartFile,SourceEvalID,UpperBound
10,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-2/4proc/seed-3/8_supportcase40_seed-3_20260503_033034/iterated_local_search/run_3_worker_0/mip_starts/mip_start_eval_20_config_5549228188850565105.mst,234,24256.5
9,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-2/4proc/seed-3/8_supportcase40_seed-3_20260503_033034/iterated_local_search/run_2_worker_2/mip_starts/mip_start_eval_8_config_17776230036641106940.mst,172,24288.2
8,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-2/4proc/seed-3/8_supportcase40_seed-3_20260503_033034/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_11_config_2302428120790008625.mst,160,24317.8
7,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-2/4proc/seed-3/8_supportcase40_seed-3_20260503_033034/iterated_local_search/run_1_worker_2/mip_starts/mip_start_eval_7_config_9701526623205643850.mst,47,24322.7
6,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-2/4proc/seed-3/8_supportcase40_seed-3_20260503_033034/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_10_config_278222512892297817.mst,30,24330.3
5,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-2/4proc/seed-3/8_supportcase40_seed-3_20260503_033034/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_8_config_10685895765528384890.mst,28,24340.4
4,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-2/4proc/seed-3/8_supportcase40_seed-3_20260503_033034/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_12_config_3673952714583048604.mst,12,24340.4
3,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-2/4proc/seed-3/8_supportcase40_seed-3_20260503_033034/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_11_config_12917510691586148595.mst,11,24341.6
2,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-2/4proc/seed-3/8_supportcase40_seed-3_20260503_033034/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_2_config_2823934824078185206.mst,2,24365.5
1,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-2/4proc/seed-3/8_supportcase40_seed-3_20260503_033034/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,24408.3
