instance,seed,objective,tuning_time
csched008.mps,4,0.58,613
fastxgemm-n2r6s0t2.mps,4,6.86,945
glass4.mps,4,0,26
lotsize.mps,4,8.48,1125
mas74.mps,4,1,2456
neos-4413714-turia.mps,4,4.5,1141
qap10.mps,4,0,5
rocI-4-11.mps,4,0,8
supportcase18.mps,4,0,17
supportcase33.mps,4,0,157
